worker#,obj-id,open+read-data-time,wrkr-num-objs,mean-obj-time,num-dsets,mean-dset-time,num-workers,obj-type,tot-num-obj,total-runtime
1,1160929018,66.80630363100045,1,66.80630363100045,792,0.08435139347348541,1,shots,100,66.82675221299996
1,1160930026,39.362647411999205,1,39.362647411999205,426,0.09240058077934085,2,shots,100,39.38212315999954
2,1160930026,26.196615242000007,1,26.196615242000007,379,0.06912035683905016,2,shots,100,39.38212315999954
1,1160929008,18.15725816199938,1,18.15725816199938,197,0.09216882315735726,4,shots,100,18.261289082000076
2,1160929008,18.240626662000068,1,18.240626662000068,210,0.08686012696190508,4,shots,100,18.261289082000076
3,1160929008,18.18072906999987,1,18.18072906999987,217,0.08378216161290263,4,shots,100,18.261289082000076
4,1160929008,10.228631062999739,1,10.228631062999739,153,0.06685379779738392,4,shots,100,18.261289082000076
1,chord_radii,7.993042462999256,13,0.614849420230712,39,0.20494980674357066,8,signals,250,1288.8809591939998
2,chord_radii,8.073516333999578,13,0.6210397179999675,39,0.20701323933332252,8,signals,250,1288.8809591939998
3,chord_radii,8.152495190000081,13,0.6271150146153909,39,0.2090383382051303,8,signals,250,1288.8809591939998
4,chord_radii,7.916851993999444,13,0.6089886149230341,39,0.20299620497434473,8,signals,250,1288.8809591939998
5,chord_radii,6.99761571199997,13,0.5382781316923053,39,0.17942604389743513,8,signals,250,1288.8809591939998
6,chord_radii,8.994973949999803,13,0.691921073076908,39,0.23064035769230265,8,signals,250,1288.8809591939998
7,chord_radii,7.67810134299998,13,0.5906231802307678,39,0.1968743934102559,8,signals,250,1288.8809591939998
8,chord_radii,5.251814281999941,9,0.5835349202222156,27,0.1945116400740719,8,signals,250,1288.8809591939998
1,z_meter_f_tan,7.500053359999583,13,0.5769271815384295,26,0.28846359076921474,8,signals,250,1288.8809591939998
2,z_meter_f_tan,6.754872468999565,13,0.519605574538428,26,0.259802787269214,8,signals,250,1288.8809591939998
3,z_meter_f_tan,6.533638003000306,13,0.5025875386923312,26,0.2512937693461656,8,signals,250,1288.8809591939998
4,z_meter_f_tan,7.473007904999577,13,0.5748467619230444,26,0.2874233809615222,8,signals,250,1288.8809591939998
5,z_meter_f_tan,6.107742784999573,13,0.4698263680768902,26,0.2349131840384451,8,signals,250,1288.8809591939998
6,z_meter_f_tan,6.801513520000299,13,0.5231933476923307,26,0.26159667384616536,8,signals,250,1288.8809591939998
7,z_meter_f_tan,6.605241033999846,13,0.5080954641538343,26,0.25404773207691717,8,signals,250,1288.8809591939998
8,z_meter_f_tan,4.111263237000458,8,0.5139079046250572,16,0.2569539523125286,8,signals,250,1288.8809591939998
1,z_bright,5.537440846000209,13,0.4259569881538622,26,0.2129784940769311,8,signals,250,1288.8809591939998
2,z_bright,4.899770768000053,13,0.37690544369231177,26,0.18845272184615589,8,signals,250,1288.8809591939998
3,z_bright,4.424295214000267,13,0.3403304010769436,26,0.1701652005384718,8,signals,250,1288.8809591939998
4,z_bright,5.064070525000716,13,0.3895438865385166,26,0.1947719432692583,8,signals,250,1288.8809591939998
5,z_bright,3.9839480199998434,13,0.3064575399999879,26,0.15322876999999396,8,signals,250,1288.8809591939998
6,z_bright,4.7088130080001065,13,0.3622163852307774,26,0.1811081926153887,8,signals,250,1288.8809591939998
7,z_bright,4.617316625999592,13,0.35517820199996863,26,0.17758910099998432,8,signals,250,1288.8809591939998
8,z_bright,4.1762506529994425,12,0.34802088774995354,24,0.17401044387497677,8,signals,250,1288.8809591939998
1,z_ave,6.7744326459996955,13,0.5211102035384381,26,0.26055510176921903,8,signals,250,1288.8809591939998
2,z_ave,7.124240389999613,13,0.5480184915384319,26,0.2740092457692159,8,signals,250,1288.8809591939998
3,z_ave,7.09889000000021,13,0.5460684615384778,26,0.2730342307692389,8,signals,250,1288.8809591939998
4,z_ave,6.961200245999862,13,0.5354769419999894,26,0.2677384709999947,8,signals,250,1288.8809591939998
5,z_ave,6.2038666449998345,13,0.4772205111538334,26,0.2386102555769167,8,signals,250,1288.8809591939998
6,z_ave,7.3644901150000806,13,0.5664992396153908,26,0.2832496198076954,8,signals,250,1288.8809591939998
7,z_ave,6.591826357000173,13,0.5070635659230902,26,0.2535317829615451,8,signals,250,1288.8809591939998
8,z_ave,5.096443401000215,10,0.5096443401000215,20,0.25482217005001073,8,signals,250,1288.8809591939998
1,twopi_foil,6.57962112200039,13,0.5061247016923377,26,0.25306235084616885,8,signals,250,1288.8809591939998
2,twopi_foil,6.982944917000168,13,0.537149609000013,26,0.2685748045000065,8,signals,250,1288.8809591939998
3,twopi_foil,7.229836945999523,13,0.5561413035384248,26,0.2780706517692124,8,signals,250,1288.8809591939998
4,twopi_foil,7.074419427000066,13,0.5441861097692359,26,0.27209305488461794,8,signals,250,1288.8809591939998
5,twopi_foil,5.723113306999949,13,0.4402394851538422,26,0.2201197425769211,8,signals,250,1288.8809591939998
6,twopi_foil,7.326949015000537,13,0.563611462692349,26,0.2818057313461745,8,signals,250,1288.8809591939998
7,twopi_foil,6.818179105999661,13,0.5244753158461278,26,0.2622376579230639,8,signals,250,1288.8809591939998
8,twopi_foil,5.9703679770000235,12,0.49753066475000196,24,0.24876533237500098,8,signals,250,1288.8809591939998
1,gas_b_sd_lo,7.046935389000282,13,0.5420719530000218,26,0.2710359765000109,8,signals,250,1288.8809591939998
2,gas_b_sd_lo,6.779956446000142,13,0.5215351112307801,26,0.26076755561539006,8,signals,250,1288.8809591939998
3,gas_b_sd_lo,6.926859810000678,13,0.5328353700000522,26,0.2664176850000261,8,signals,250,1288.8809591939998
4,gas_b_sd_lo,6.36138131000007,13,0.48933702384615924,26,0.24466851192307962,8,signals,250,1288.8809591939998
5,gas_b_sd_lo,7.232165550999525,13,0.5563204269999635,26,0.27816021349998177,8,signals,250,1288.8809591939998
6,gas_b_sd_lo,6.729689832999611,13,0.5176684486922778,26,0.2588342243461389,8,signals,250,1288.8809591939998
7,gas_b_sd_lo,6.161350162999952,13,0.4739500125384578,26,0.2369750062692289,8,signals,250,1288.8809591939998
8,gas_b_sd_lo,3.7169106829996963,8,0.46461383537496204,16,0.23230691768748102,8,signals,250,1288.8809591939998
1,gas_b_bot,5.3832248779999645,13,0.41409422138461266,26,0.20704711069230633,8,signals,250,1288.8809591939998
