worker#,obj-id,open+read-data-time,wrkr-num-objs,mean-obj-time,num-dsets,mean-dset-time,num-workers,obj-type,tot-num-obj,total-runtime
1,1160926037,79.61567937600194,1,79.61567937600194,785,0.10142124761274132,1,shots,100,79.63679680100176
1,1160927021,46.45403005099797,1,46.45403005099797,415,0.11193742180963366,2,shots,100,46.4755487349903
2,1160927021,34.35866351399454,1,34.35866351399454,372,0.09236199869353372,2,shots,100,46.4755487349903
1,1160926035,27.13649113899737,1,27.13649113899737,203,0.13367729625121857,4,shots,100,27.160042092989897
2,1160926035,25.332682847001706,1,25.332682847001706,219,0.11567435089955116,4,shots,100,27.160042092989897
3,1160926035,24.77791093700216,1,24.77791093700216,221,0.1121172440588333,4,shots,100,27.160042092989897
4,1160926035,17.154837636000593,1,17.154837636000593,152,0.11286077392105653,4,shots,100,27.160042092989897
1,chord_radii,21.377685693994863,13,1.644437361076528,39,0.5481457870255093,8,signals,250,4991.5797182940005
2,chord_radii,23.55129675900389,13,1.8116382122310684,39,0.6038794040770228,8,signals,250,4991.5797182940005
3,chord_radii,21.575125334988115,13,1.6596250257683165,39,0.5532083419227722,8,signals,250,4991.5797182940005
4,chord_radii,22.03920898900833,13,1.6953237683852562,39,0.5651079227950854,8,signals,250,4991.5797182940005
5,chord_radii,22.01029385300353,13,1.6930995271541178,39,0.5643665090513726,8,signals,250,4991.5797182940005
6,chord_radii,29.06065265199868,13,2.2354348193845137,39,0.745144939794838,8,signals,250,4991.5797182940005
7,chord_radii,23.060926243007998,13,1.7739174033083076,39,0.5913058011027692,8,signals,250,4991.5797182940005
8,chord_radii,15.669320321001578,9,1.7410355912223976,27,0.5803451970741326,8,signals,250,4991.5797182940005
1,z_meter_f_tan,18.754418013995746,13,1.4426475395381344,26,0.7213237697690672,8,signals,250,4991.5797182940005
2,z_meter_f_tan,21.358888369999477,13,1.6429914130768828,26,0.8214957065384414,8,signals,250,4991.5797182940005
3,z_meter_f_tan,18.563713900992298,13,1.4279779923840228,26,0.7139889961920114,8,signals,250,4991.5797182940005
4,z_meter_f_tan,19.701676174008753,13,1.5155135518468272,26,0.7577567759234136,8,signals,250,4991.5797182940005
5,z_meter_f_tan,19.233482120995177,13,1.4794986246919366,26,0.7397493123459683,8,signals,250,4991.5797182940005
6,z_meter_f_tan,19.048417947007692,13,1.4652629190005917,26,0.7326314595002958,8,signals,250,4991.5797182940005
7,z_meter_f_tan,18.11198462000175,13,1.3932295861539807,26,0.6966147930769904,8,signals,250,4991.5797182940005
8,z_meter_f_tan,13.056090584010235,8,1.6320113230012794,16,0.8160056615006397,8,signals,250,4991.5797182940005
1,z_bright,15.907416515008663,13,1.2236474242314357,26,0.6118237121157178,8,signals,250,4991.5797182940005
2,z_bright,17.06545396700676,13,1.3127272282312892,26,0.6563636141156446,8,signals,250,4991.5797182940005
3,z_bright,16.33529864899174,13,1.256561434537826,26,0.628280717268913,8,signals,250,4991.5797182940005
4,z_bright,18.41259557000012,13,1.4163535053846248,26,0.7081767526923124,8,signals,250,4991.5797182940005
5,z_bright,18.768805783009157,13,1.4437542910007044,26,0.7218771455003522,8,signals,250,4991.5797182940005
6,z_bright,16.1115453139937,13,1.239349639537977,26,0.6196748197689885,8,signals,250,4991.5797182940005
7,z_bright,16.082753110997146,13,1.2371348546920882,26,0.6185674273460441,8,signals,250,4991.5797182940005
8,z_bright,17.97253787200316,12,1.4977114893335965,24,0.7488557446667983,8,signals,250,4991.5797182940005
1,z_ave,19.846520044011413,13,1.526655388000878,26,0.763327694000439,8,signals,250,4991.5797182940005
2,z_ave,21.82180276600411,13,1.678600212769547,26,0.8393001063847735,8,signals,250,4991.5797182940005
3,z_ave,21.78665137400094,13,1.6758962595385338,26,0.8379481297692669,8,signals,250,4991.5797182940005
4,z_ave,22.250927770001,13,1.7116098284616152,26,0.8558049142308076,8,signals,250,4991.5797182940005
5,z_ave,21.825750301009975,13,1.6789038693084597,26,0.8394519346542298,8,signals,250,4991.5797182940005
6,z_ave,19.464070261004963,13,1.4972361739234588,26,0.7486180869617294,8,signals,250,4991.5797182940005
7,z_ave,19.585899079000228,13,1.506607621461556,26,0.753303810730778,8,signals,250,4991.5797182940005
8,z_ave,15.352398378003272,10,1.5352398378003271,20,0.7676199189001636,8,signals,250,4991.5797182940005
1,twopi_foil,20.162908414000412,13,1.5509929549231087,26,0.7754964774615544,8,signals,250,4991.5797182940005
2,twopi_foil,20.773755292000715,13,1.5979811763077474,26,0.7989905881538737,8,signals,250,4991.5797182940005
3,twopi_foil,18.96127159098978,13,1.45855935315306,26,0.72927967657653,8,signals,250,4991.5797182940005
4,twopi_foil,22.545252118987264,13,1.7342501629990204,26,0.8671250814995102,8,signals,250,4991.5797182940005
5,twopi_foil,18.20939560700208,13,1.40072273900016,26,0.70036136950008,8,signals,250,4991.5797182940005
6,twopi_foil,23.803772554005263,13,1.8310594272311742,26,0.9155297136155871,8,signals,250,4991.5797182940005
7,twopi_foil,19.245059797991416,13,1.480389215230109,26,0.7401946076150545,8,signals,250,4991.5797182940005
8,twopi_foil,18.085256416001357,12,1.5071047013334464,24,0.7535523506667232,8,signals,250,4991.5797182940005
1,gas_b_sd_lo,16.68066361300589,13,1.2831279702312224,26,0.6415639851156112,8,signals,250,4991.5797182940005
2,gas_b_sd_lo,22.948954866995336,13,1.7653042205381029,26,0.8826521102690514,8,signals,250,4991.5797182940005
3,gas_b_sd_lo,19.0646606060036,13,1.4665123543079692,26,0.7332561771539846,8,signals,250,4991.5797182940005
4,gas_b_sd_lo,22.814946900994983,13,1.7549959154611525,26,0.8774979577305763,8,signals,250,4991.5797182940005
5,gas_b_sd_lo,21.368247503007296,13,1.6437113463851767,26,0.8218556731925883,8,signals,250,4991.5797182940005
6,gas_b_sd_lo,19.71751477800717,13,1.5167319060005515,26,0.7583659530002758,8,signals,250,4991.5797182940005
7,gas_b_sd_lo,19.434252591003315,13,1.4949425070002549,26,0.7474712535001274,8,signals,250,4991.5797182940005
8,gas_b_sd_lo,12.651261355989845,8,1.5814076694987307,16,0.7907038347493653,8,signals,250,4991.5797182940005
1,gas_b_bot,16.31699168900377,13,1.255153206846444,26,0.627576603423222,8,signals,250,4991.5797182940005
2,gas_b_bot,18.856568763992982,13,1.4505052895379218,26,0.7252526447689609,8,signals,250,4991.5797182940005
3,gas_b_bot,17.349619450003956,13,1.3345861115387658,26,0.6672930557693829,8,signals,250,4991.5797182940005
4,gas_b_bot,17.99115156100015,13,1.38393473546155,26,0.691967367730775,8,signals,250,4991.5797182940005
