worker#,obj-id,open+read-data-time,wrkr-num-objs,mean-obj-time,num-dsets,mean-dset-time,num-workers,obj-type,tot-num-obj,total-runtime
1,1160926028,55.79262702500273,1,55.79262702500273,776,0.07189771523840557,1,shots,100,55.813562542010914
1,1160930031,38.9192210159963,1,38.9192210159963,373,0.10434107510990966,2,shots,100,38.939916695992
2,1160930031,22.222219660005067,1,22.222219660005067,432,0.05144032328704876,2,shots,100,38.939916695992
1,1160926028,1.1630639289942337,1,1.1630639289942337,162,0.007179406969100208,4,shots,100,1.8716184399963822
2,1160926028,1.8460286089975853,1,1.8460286089975853,213,0.008666800981209321,4,shots,100,1.8716184399963822
3,1160926028,0.9067236529954243,1,0.9067236529954243,208,0.004359248331708771,4,shots,100,1.8716184399963822
4,1160926028,0.6915158889896702,1,0.6915158889896702,193,0.0035829838807754934,4,shots,100,1.8716184399963822
1,p_to_v_expr,8.051641581987496,13,0.6193570447682689,13,0.6193570447682689,8,signals,250,1616.9734693650098
2,p_to_v_expr,8.75419036000676,13,0.6733992584620585,13,0.6733992584620585,8,signals,250,1616.9734693650098
3,p_to_v_expr,8.254300877000787,13,0.6349462213077529,13,0.6349462213077529,8,signals,250,1616.9734693650098
4,p_to_v_expr,7.867847121990053,13,0.6052190093838502,13,0.6052190093838502,8,signals,250,1616.9734693650098
5,p_to_v_expr,8.315548459999263,13,0.6396575738460972,13,0.6396575738460972,8,signals,250,1616.9734693650098
6,p_to_v_expr,8.705798716007848,13,0.669676824308296,13,0.669676824308296,8,signals,250,1616.9734693650098
7,p_to_v_expr,7.343297983999946,13,0.5648690756923036,13,0.5648690756923036,8,signals,250,1616.9734693650098
8,p_to_v_expr,5.792414391005877,9,0.6436015990006531,9,0.6436015990006531,8,signals,250,1616.9734693650098
1,input_056,11.646594910009298,13,0.8958919161545614,26,0.4479459580772807,8,signals,250,1616.9734693650098
2,input_056,12.370038855005987,13,0.9515414503850759,26,0.47577072519253794,8,signals,250,1616.9734693650098
3,input_056,12.865074127999833,13,0.9896210867692179,26,0.49481054338460895,8,signals,250,1616.9734693650098
4,input_056,11.659669005006435,13,0.8968976157697258,26,0.4484488078848629,8,signals,250,1616.9734693650098
5,input_056,12.651754046004498,13,0.9732118496926537,26,0.48660592484632686,8,signals,250,1616.9734693650098
6,input_056,12.257375025001238,13,0.9428750019231722,26,0.4714375009615861,8,signals,250,1616.9734693650098
7,input_056,12.242064938996918,13,0.941697302999763,26,0.4708486514998815,8,signals,250,1616.9734693650098
8,input_056,8.64951568300603,9,0.9610572981117811,18,0.48052864905589054,8,signals,250,1616.9734693650098
1,efit_ssimag,3.624548806998064,13,0.27881144669215874,26,0.13940572334607937,8,signals,250,1616.9734693650098
2,efit_ssimag,3.764847821003059,13,0.28960367853869684,26,0.14480183926934842,8,signals,250,1616.9734693650098
3,efit_ssimag,3.3921231790009188,13,0.2609325522308399,26,0.13046627611541994,8,signals,250,1616.9734693650098
4,efit_ssimag,3.1582649139891146,13,0.2429434549222396,26,0.1214717274611198,8,signals,250,1616.9734693650098
5,efit_ssimag,3.711366920004366,13,0.28548976307725893,26,0.14274488153862946,8,signals,250,1616.9734693650098
6,efit_ssimag,3.708052704008878,13,0.2852348233852983,26,0.14261741169264916,8,signals,250,1616.9734693650098
7,efit_ssimag,3.396078375997604,13,0.26123679815366185,26,0.13061839907683093,8,signals,250,1616.9734693650098
8,efit_ssimag,2.5354445520060835,9,0.2817160613340093,18,0.14085803066700464,8,signals,250,1616.9734693650098
1,v0,10.902463654012536,13,0.8386510503086566,26,0.4193255251543283,8,signals,250,1616.9734693650098
2,v0,12.935025188009604,13,0.9950019375392003,26,0.49750096876960015,8,signals,250,1616.9734693650098
3,v0,10.534386964005535,13,0.8103374587696565,26,0.40516872938482823,8,signals,250,1616.9734693650098
4,v0,11.63923198399425,13,0.8953255372303269,26,0.44766276861516346,8,signals,250,1616.9734693650098
5,v0,12.001124918009737,13,0.9231634552315182,26,0.4615817276157591,8,signals,250,1616.9734693650098
6,v0,12.080648275004933,13,0.929280636538841,26,0.4646403182694205,8,signals,250,1616.9734693650098
